star,comments,labels
1,Liked the sharp and bright colour display.But didn't like:Call performanceGaming performanceRam managementOverall a disaster mobile for gamers and cameramen. When call comes to this mobile and when i go to receive the mobile gets stuck. When i play a normal game (note not high ram and frame rated game like pubg or asphalt) it gets stuck. Actually the screen turns i.e totally black.Low light photography is poor.Thus its not worth to pay 19k for this mobile.,0
3,"I'd request the buyers... Do not opt for this phone... Look wise it's really gud but as a product Nah. I've received this phone on 2nd Jan, 2019 n today it's 16th Jan, 2019.m facing a lot of problem with this. While using this phone it is automatically getting switched off n on, it gets hanged for a longer period n if u want to switch it off during that dat period even the power button also doesn't work. Even the battery is also not doing well... Frankly not happy with this phone😑",0
3,"Screen durability is very bad & sensitive.so many reviews shows that screen durability is very high with gorilla glass, but It is broken even it fallen from 3ft height.& amazon also promised that, they will give screen replacement upto 6months after bought the handset(they said that, replacement guarantee will receive as a mail) ,I didn't get till now...",0
1,Received this product on February 2019.. Few day before mobile got abnormal heat on the display corner got cracked.. I think its purely a technical problem in the mobile display and then I charged only once and iam using flip over for mobile safety.. Request to replace this mobile..,0
2,If u don't care about the camera performance..It won't let u down on any other segments..Camera is worst honor 6x is better in camera..PUBG hangs..Excellent battery,0
3,"Honor 8x looks very good, has very good battery life..but the camera quality is very worst.for spending RS 15,000 this product gives a very cheap quality camera, the spec says 20 megapixel...my god it seems it has only 2 mp camera I would give only zero for camera. Plssssss u can purchase other good mobile..like note 5 pro or mi a2 for this price.",1
3,"The Honor X franchise seems to be good, though have used 6X, 7X and Now 8X, But I am not very satisfied by 8X's camera and video quality. The company needs to work on camera quality a lot. Sometimes 7X Camera seems to be better.",1
1,Honor 8X has very few frequency band and it doesn't work internationally. If you planning to use this phone while roaming or on vacation outside india then don't buy it. Camera has oversaturated photos and speaker is very low quality.,0
1,I really had high hopes for the kirin 710 processor and the mali g51 gpu but i was wrong...i am a very hardcore cell phone user and accordings to reviews and the performance of which the kirin 710 was capable was all a lie ....cant even open another app with closing a earlier one if i am playing a game....this is the first and last time i bought a cell phone with kirin and ARM cpu and gpu on board.,0
1,"Dear all please don't by this this phone not supported Jio Volt  Video calling just I have already informed to honor technical team but he is say used any third party app and amazon not ready to given refund, very pathetic phone don't waste your money",0
3,If we take a picture from front camera it is just like you take a selfi with 2mp camera and if you zoom out that pic the bas ab pucho mt fat jati h image puri koi bhi clearly image click ni kr. Paya me abhi tk... And front camera se video bnaoge toh blur banti hai aisa. Lgta hai kisi ne face. Ko blur kr diya hai babut jaada ghatiya camera h ishka front plzz guyz. Mt. Lena yr,0
1,"This phone was suppose to have a hassle free experience, instead this gets heated up when camera is used and also volume level fluctuates. Apps crash. I am trying to return. However, Amazon has only replacement policy. Please don't invest in this phone.",0
2,"I am totally unsatisfied with honar 8 x, because of karoke smule singing app is not well supported.... sound quality is good but lyrics which display in this app is missmatche with music of that perticular song...  Actual problem is to that when karoke app is run in other phones this problem is not come as barrier. ..... But with honor 8X mismatching of music and lyrics I had ever faced☹️",0
3,"Pathetic product... I received this product on 16th April and how come return window is closed on 28th..??This phone stoped working...I want my money back or a replacement for this bad order..m suffering from past 5days and all my contacts has gone, phone has stopped working...give me an option so that can return this a defective piece...",0
2,"This phone have more pros than cons.But 1 issue is make this phone below average which is network issue.Same time same place with same company (Airtel, Vodafone, Idea & all) this phone providing poor coverage as well as internet.Most terrible thing in this phone is there is no network when the same time other phone have little below.",0
3,"Massive hd display with minimal borders, good built quality, premium glass body feels very premium and slim in hand,camera is amazing u can take good quality photos,external speaker is loud little bit distortion but in earphones the quality is not up to the mark its of average quality, And very sad to say you cannot make video calls directly from dialler.. I m dissatisfied that a 15k phone from honor doesn't have a video calling feature.",0
3,Camera is not that good. Artificial decorations felt in the photo means photo does not look natural. After zooming in the picture pixels appear to be blurred and picture isn't clear.Home key is placed just below the space key. We press space but back button is pressed instead and user is taken back to previous page or home screen. After changing the keypad gesture the problem doesn't go away.,0
1,"Food for thought for anyone looking to purchase a Huawei handset (especially the amazing P30): the US Government's ban on Huawei means Google can no longer provide Android OS updates to Huawei handsets - this is effect immediately. For our staff this means their Huawei handsets that currently work with MDM may stop working correctly, or stop working altogether in the near future. Never Purchase a product Amazon is cheating you",0
3,"honestly saying,if u r looking for a performance oriented phone with good battery life...go for it. but if u r looking for a good camera phone..this is not for u.the camera performance is really disappointing.",0
2,"Waste of money, everyone lies. What does it mean by FHD screen resolution?Very pathetic screen resolution quality, it will remind you 20  yes old TV's screen, you can count pixels. Output of video quality is  very very poor.",0
3,Overall phone is very good. Battery performance is amazing. Screen size is very good. Photo quality is not upto the par with phones of similar price range. Build quality is satisfying.Amazon is playing games with EMI scheme. I was charged more than what was shown at the time of checkout. If Amazon can show courtesy I would like initiate refund process.,0
3,"The design is awesome, so is the battery.. Performance and display are good... Little frame drops while playing pubg which was the same experience when I was using snapdragon 625...Camera is below average and hence a 3 star rating.. I don't know the browns turn orangey even with the AI mode off.. And the selfies are quite pinky for my liking even with the beauty mode off... If they improve this with a software update, I will give it a 4/5",0
1,"Worst service by Amazon . First of all the product had issues . Then I required replacement , but after one unsuccessful attempt , Amazon changed my replacement request into return request, saying that the phone has been shipped from Delhi to Chennai , and I cannot request another one.",0
1,"Worst phone ever, from Honor and  also worst service by Honor.  I had procured the same phone on  25.10.2018, and it is bending its own, while I had contacted to Honor service centre, they are saying this is noit covered under warranty. then what is the meaning of warranty.Please help the same and find our the route cause.",0
1,The phone is not having a native video calling option and this is not mentioned in item description and it claims to support  VoLTE. Very much disappointed with Amazon's return policy. Please don't buy this phone as third party applications use mobile data so there is no point. And I will also suggest don't buy phones on Amazon,0
1,i dropped the phone in water.it went off that instant. the service care people did not even touch it and declared it to be permanently dead. all those youtube videos regarding liquid test were proven wrong. Bad service and a very overrated phone. Huawei Customer Care needs to upgrade their services.,0
3,"Picture _ you can quality picture, no regretsSound _ better audio, no regretsBattery _ very bad, lasts for few hours. And drains immediately despite battery saving feature. Background apps keep running. Sometime battery level is stuck at some percentage and value not updated till it is full charged/discharged.",0
1,"So bad! The stone is shiny but doesn't have glass black as promised. The build is well, quite rocky ( no puns intended). Cameras? There are none, but the reflective surface on the phone is ideal to look at your face. Overall a great stone. Price could be more aggressive. I will give it a solid (again no puns intended) 1/100!",0
1,I giveZero star  super zerozero starzero starV. poor service.bhai logo Lene se pahle 4 bar jarur shochna please. Mai nahi chahta aap bhi ish stress se gujreGhatiya service.(Phone buy at Rs 14999 and services Rs 13000 in Haldwani service centre  uttarakhand),0
1,"Not as per the expectation, camera quality is not good (both front and back).Battery also the same case. Some sort of improvements required. But only best thing in mobile is display and the cost.I am facing lot of issues in calls. I am looking for a replacement of this. Please help me out on this.Thank you.",1
1,Totally disappointed... As soon as I just switch on the mobile below the notch a black spot.... Complained about it... Asked for replacement...,0
3,"In this range honor 8x give you avarage sound quality, and most importantly without stabilizing the picture mode AI camera goes to workless.... Otherwise good phone yr just go for it.",0
3,"All I would say mediocre phone,it  doesn't look premium with traparent  back case which is provided in box,  I would suggest you to use some other quality back case to get premium look for your phone,overall screen size and quality of voice call and quality of video recording are good even both front and back camera are good",0
1,The display stopped working and turned black within 2 months and service center did asked me to pay Rs 7500 for display replacement as it does not comes under warranty... According to them the damage was due to water spillage which we people call perspiration... unbelievable...the phone is not even perspiration resistant which might be hardly few drops...,0
1,Phone is heating while playing game & battery life is not so good.Display quality is not good.Hanging also for mili seconds,0
1,PHONE IS GLASS BODY. BACK BROKE WITH JUST A 1 FEET FALL. I SUGGEST NOT TO GO FOR SUCH POOR QUALITY PHONES.MINE SHATTERED IN JUST 15 DAYS. POOR POOR PHONES. POOR GLASS QUALITY.DON'T GO WITH THE LOOKS ONLY.0 MARKS FOR HONOR PHONES. DISAPPOINTED. WASTED 15000 RUPEES.,0
1,"Handset v rcvd didn't had default massenger, not having pattern lock only pin lock face n fingerprints lock its pathetic to not having basic default services,",0
2,Camera is poor...depth sensor camera is so confuse about the depth sensing....picture colour are over saturated (means pink becomes red light green become dark green...and so on)...not natural colourLow sound quality...even i use the sony headphone....it is become low sound...But low light camera features are pretty good...,0
3,"Phone is overall good but there are some major cons.1. No native video calling which is a basic feature.2. Loud speaker is below average, cant hear in noisy area.3. Both camera are average. Not worth in 15k. No EIS, no 4K recording.4. Vibration is very weak.5. Ram management is also not so good in this phone.",0
2,Battery very poor ......After 4monthes battery not charging issue.I am very disappointed  with this product.,0
1,Heyy.....what the f***#@Very bad quality display what's this thisLines on display very bad thisI used this phone only 10 dayss.....😤😤😤😤I want to replace my phone... immediately,0
1,"Only meaning less beauty that needs protective cover all the time also it has camera, and hangging issueThis is first honor device and it is Wost phone with worst camera",0
3,"Mobile network data connectivity worst... Internet always lost and need to switch the sim always. Poor sound when you insert headphones.The Camera quility is really worst, i can rate 3/10.",0
2,With a week of buy... The product has heavy heating issues... N while multi tasking YouTube doesn't work properly... Battery was good only for 1st 3days... Later battery drains quite fast... Not upto the mark... Comparing with other recent releases with similar specs,0
1,"Google Voice Service is not working. Contacted with Manufacturer's customer assistance, but they replied that there may be deffect in Product software.Please Replace this as soon as possible to keep my faith on Amazon.",0
3,I ordered 6GB RAM Midnight black model. It supposed to have the visual grading effect on the back side. But the phone i received doesn't have that. Also more that 2GB of RAM has been taken by the System itself. I was unable to change the wallpaper and ringtone on the first hand. 'Ok google' feature also was not working. Every issue requires a restart to work.,0
1,Design is good. But facing issue while connecting to WIFI and apps are not downloading from Play store. Think before you go for this phone.,0
1,Volte mobile means video call facility in sim and mobile too. But here is no video call facility in this phone.Video recording quality is not good (blurry).,0
3,Phone is good but the problem is with its back... it has a glass blackp which is very slippery... and also the dark strip running on its logo and camera lens is not that much visible to distinguish and the front  display  is little bigger in length and shorter in width which makes it look like a chocolate  bar,0
2,"If you want to buy camera phone then don't go with honor 8X, because its picture quality is not good you have to compromise with it. If camera quality doesn't matter to you then you can buy it.",0
3,"I BOUGHT THE HANDSET ON 1ST JAN 2019,  THE FOLLOWING HANDSET IS WORKING FINE. JUST 15 DAYs before, IT HAS DEVELOPED an unexpected DEFECT. There is a 2mm coloured LINE AT THE TOP & LEFT-SIDE EDGE OF THE SCREEN & BEZEL. I want my HANDSET REPLACED.",0
3,Good phone screen is good finger print is good normal use is perfect there is no problem but start when u focus on camera and gpu  the main problem I found is that gpu n processor is not that good not good gaming if u want high lvl gaming then don't go for it,0
3,"Nice build quality and screen. Honor phones' screens are not bright enough. You have to keep the brightness full to see, most of the time. Facing some issues with phone's speaker and mic while calling (voice reach to the other person in snow motion).",0
3,Poor camera quality in all terms. It's portrait mode is bad because it doesn't cover blur area outside your face. Sound quality is also bad with headphones or without headphones. But the battery is good.,0
3,"average mobile. good battery life, good processor, no lagging issues.but in pubg, there are lots of lagging issues.average speakers.",0
3,Battery at its worst... I used to use redmi4 and I used to charge it only once a day... But for this mobile I need to charge it twice a day... After complete charging it is only backing up for half a day... IT IS JUST 3 DAYS SINCE I BOUGHT THE MOBILE,0
2,I hv brought honor 8x a month ago. In month after use this prodect I face hanging issue . I haven't use any game no pbgy no other game use or download .I m using only social media like that fb twitter of whatsapp . I haven't open more then 2-3 program but it is hanging . Camera's picture is more colour so picture change it's reality.,0
1,"Please don't buy honor device no gorilla glass protection my phone screen breaks after using tempered glass, phone fall from my hand and glass fully damaged... Phone is  not so strong",0
1,"Don't wanna give one star even. Worst product. On the description they have written that returns or exchange is accepted within certain days, its a lie. I wanted to exchange or return this item but I was asked to talk to the customer service team. Works like used phone or refurbished phone.",0
1,Waste of money. I brought this phn 5 minths back till now i didnt get pie update and UI is the worst UI i have ever seen. Please dont waste money if you want to spend 17k then you can go with poco or samsung but dont buy this and camera is the worst part even 5k 6k phones bave better quality but this phone worst,0
3,"Phone is getting Hang while Installing Apps.Don't know why, it's having 6 GB ram and still 3 GB is free.Rest others I am satisfied at this price.Battery is going good till now.Picture quality is OK",0
1,{update} commentI am still feeling good ti have this device solid and durable and still no lagging issues yet.Gaming:- battery normal drain even at ultra hd in {PUBG MOBILE} AND ALSO IN {CYBER HUNTER} ASPHALT 9GRAPHICS: GPU awesome no heat up after heavy gaming.Battery charging: faster charge i used it heavily all the day and aall the night instagram facebook hotstar zee5 music movies video calls you nane it battery life is great as hell but still i need to juice it up atleast once cuz i like to see 100 percent charge all the time so i charge it once fully in 30hrs and next morning i still got 67 percent batterry atleast but at all time gaming i 24 hrs once charge.Ram management: good at ram management no lag while chaing wall papers multitasking watch movie and chat on whatsaap and see insta and download movies at same time you dont feel a single lag even after i have 50 apps in my device yup 50 apps and i tried to open all app at background the device doesnt heat up.Camera: p20 pro gives exposure at low light mate 20 pro has that high exposure fix so you will not get that grainy image.Macro shots good for fun.Call: good no call cuts or call drops i have both jio and airtel working vote and 4g both at same timeSound: well thats the part it lags speker in the charging hood makes it sound quality avg. You cant hear it in croud or anything loud. Its not that good yup seriously not goodDisplay: quad hd plus really good really good yes and also it is {YOUTUBE CERTIFIED} phone so you can wath upto 1440p videos on youtube.For those in comment:-Those who are getting gluegate issue or screen has a line or something you should go immediatly to service center of huawei you guys have 1 year warranty just remember it should not have any ohysical damage by you. If the line is from Manufacturing after few days then go to service centre with invoice. Repair will done for free2. (those who are getting lag issues and still having that lag then made a backup of your device and go to service center and tell them this issue is going on they will fix it with a ots software update.Yes people has no time to go to service center but its 70 k so save it dont buy again{old comment}I am happy with this device screen is good i didnt find gluegate problem.Camera: i love huawei smartphone camera but still need improvement specially video recording sideBattery: is really really awesome super fast charger with it is so awesome so much awesome it charges the smartphone in few minutes super happyDisplay quality: gorgeous no gluegate problemRam management: is goodSatisfied,1
1,--camera is good in daylight--battery can easily last for whole day on heavy usage--sound is loud and clear--screen glass is not that great just within a month it got broken just by hand pressure and after 2 months screen went off and now they are asking ,0
3,mobile hanging problem started......In last three days 3 times hanged......Operating two to three application hanging started,0
1,Recently I have bought honor 8x 2 days ago the phone was good but battery is worst it is troubling me a lot it drains very fast as it was not expected camera is average it's look premium overall the phone is good except battery life I have to charge it 3 times a day and I didn't play any games  still it is drain very fast,0
3,"If you have never used amoled display you won't find any picture difference, great battery life, Processor can run daily task smoothly.",0
1,"After using 2 months, started getting problems.Speaker is having trouble sometimes.Mobile applications are gets minimise automatically. Some time mobile calls are not getting accepted, you have to disconnect and dial again.Tried searching options in Amazon app for help but didn’t get.",0
1,"I am facing lot of problems with itBattery will die with in 3 hrsHeating issues if we keep charge for 15 minutes mobile will become to much heat which I can make iron for shirts also with out any cost, so please don't fall in trap of company name and buy this mobile. This is my experience",0
3,Phone performance is good. But battery life is become low and low when you are using it continously...And also glass is really very dissatisfied.. Very low quality glasses l.. My phone got glass broken within 1week just one fall from my pocket height..Really disappointed about that...,0
2,Don't buy this phone cause this phone having decent screen very low quality screen. If this phone fell even from a very low height it breaks. You will be very disappoint from the screen quality.. The company don't even tell the screen ... The customer don't know the screen touch quality.,0
3,"Camera is amazing , but images are little vibrant ,and sometimes over exposed.Sound quality is good and I wish they had given a dual led flash andFor a screen size this big the battery doesn't do justice , rest everything is amazing .Looking forward for more battery optimisation",0
1,Phone was tampered  We returned it.  The pack was opened before we received it. The parts in phone like battery was tampered,0
1,"I was using honor 8 lately, I thought this ""honor 8x"" to be the upgrade of that model so I purchased this one. N seriously, how much I'm disappointed right now, I can't tell you.",0
1,Made in india mobile set honor 8x doesn't meet the expectations as it has tiny scar on its back under glass panel and several times its lag to open multiple tasks simultaneously. Poor product sold by darshita i relpaced it twice but again got defected set third time also,0
3,My device has screen light bleeding issue from right side of screen ... want replacement one more time. Internet speed is also not good. Lagging in games like pubg. Games not running smooth. Also has problem in the back panel glass it is not well fitted due to manufacturing defect.,0
3,"Product is good, good camera and value for money. But airtel offer of 1 TB is fake. When I called customer care they are saying that the offer is already expaired. But amazone and official airtel sites are saying the offer still exist. Fake airtel",0
3,I purchased this phone on Diwali 2018 for first two months it worked very well but since last 3 months I am facing issue using the same battery is draining fastly even when phone is not used. While charging and using GPS phone gets heated up badly. The only thing good about this phone is the images captured are good,0
3,I am long time honor fan but this time I disappointed. Recently I purchased honor 8x  and it delivered within 24 hours.But after normal use battery drained early I tried charging but after 96% it was taking too much time to charge 100%[around 35 minutes for 3%] looks like I got defective piece.,0
3,"I have been using it for 3 months. Battery backup is good and there is no heating issue. However, camera quality is very poor. If u are looking for camera quality, Asus zenfone max pro 2  will be a good option within this range. Also Honor 8x has a problem with fingerprint sensor.. doesn't  work most of the time.",1
3,The sound is pathetic. Picture quality is below standard and the battery life is acceptable.. Over all not at all happy with the device,0
1,"Worst mobile ever. Camera quality is very poor.Want to return but no option available to return in Amazon for this item, very disappointed",0
1,"Very nice picture and sound quality but it's RAM is working very bad. Phone is lagging to open camera, click pictures, playing games, if anyone is reading this from Honor co. So please tell me what i can do now. If i can't use my phone as a smart phone or for a multi tasking. Why i buy this phone.",0
3,"its camera is not good at all. if you looking for camera , don't buy. screen is also not good, pics are appearing over coloured and blackish.other things battery, performance, memory management, durability, music, all are good.but sometimes touch is not responding great.",0
1,I buy new Honor 8X on November. After use of one month I found some issues in display. I found some black line in my mobile display. It temperley came and disappear but last few days the line permanently stay in the display. I really disappointed. Camera profermance is average level. It's take more time to focus an object.,0
3,Camera largely sucks as it's worst camera quality. I wonder what AI brings is this!Thinking of returning on account of Bad to Worst camera picture quality.Missing Lenovo Z2,0
3,The screen glass is very low quality.because it put down from only 1 feet hight appox and then the sceen has broke. Do not buy. I am suffering. I never thought the quality of the glass is like a normal glass. I was a fan of honor band mobile but after this i am sorry to say do not buy. Waste of money,0
3,Pros-1.Most attractive and good looking2.Best battery life3.Good price4.3.5 mm audio jack5.Dedicated SD card slotCons1.just average camera2.low audio speaker output3.Concern about OTA updates,1
3,Pros:Great battery6gb ram so no lagVibrant screen despite no amoledHeadphone jackStylishCons:Very small led notification lightLow output from headphone jackCamera is very mediocre,0
3,"phone look wise is good, hand feel also nice, charging takes a lots of time definitely not a fast charging phone, when taking calls, the earpiece is making lots of noise and the voice from the other end is not clear.",0
1,"A device packed with glossing style and snappy UI. Though Sound output and front camera quality is a big let down. No ""Native video calling"" is another compromise. Choice is yours: if you are craving for outer looks then go for it else there are plenty of other options",0
2,"Dear Team,I placed an order for honour 8x which got delivered ,but the back case which I received along with box is not compatible with mobile. Back case is different and small in size,kindly find attached snapshots.Aap check karke nai bejte hai kya back cover. Very disappointed.",0
2,"Size, looking, camera, speed wise good but I had technical issue in 3 days. My phone display was dead automatically in charging... Its not work.... So plz make on active on this product.... And I have not replaced nd returns till now... Plzzz help me give suggestion on it..",0
2,Camera is average not bad but the battery back up is very poor.After updating to Pie the phone started to hang a lot.Its better to go for other brands and the ui. Is not user friendly. Please don't buy this mobile,0
1,"i brought honor 8 x on 29 jan 2019  from i notice some issue after 15 days , after then i tried to replace but the option is closed till known the issue getting more&more terrible day by day . so my suggestion be awareness while buying this kind of smartphone if any doubt cant me 9789151920",0
3,Performance of fingerprint sensors and face unlock is not satisfactory. Functioning slower than Honor 7X. Also Sim ejecting pin is not available with the pack. Cashback offer is shown at the time of payment but till date no cashback is being paid to me.,1
3,Overall worth for the price but camera really bad. My 3 year old Mi Max takes better photos than this.,1
2,Delevery boy was irresponsible..Mobile is so good but camera and sound quality was not as expected.. Bad camera.This review is for camera & delevery person.,0
2,it should have been included in the box. As offered by reputed Mobile manufacturers believed that Earphone will be included in the box. unfortunately it was not there. /therefore shall appreciate immediately send one suitable quality earphone for this mobile handset to me.,0
3,i took it before 4 monthsit was finesuddenly it becomes too much hot and battery die in 2 hourswhat to do..kindly suggest,0
1,Your are cheat with me i want replacement this mob battery is suck my old mob give me nice battery life samsung j7-6 and this new mob is suck what the hell... Even the packing is also not good only one cello black tap wow you are the cheaters i want new mob right thats it,0
3,"Not upto the mark.. Honor may solve out those problem in its camera & video features, otherwise its really a bad deal",0
3,"EIS and 4K recording missing. Pretty average camera, camera angle is short as well. Doesn't support Fortnite and some other popular games. Sound in built-in speaker and in headphone are low.Phone build quality, design and battery is very good though.",0
3,Honor 8x is good to use but if you are buying a smartphone for the first time then go for OPPO or ViVO phones because there are some security settings issues with honor products.  And battery is also not so good. It stays only 9 to 10 hrs if I uses internet for 2 hrs,1
3,Overall phone is good but in hands it's too heavy to operate. Speakers are problem because there is a voice break while on call.,0
1,"I have purchased this phone 40 days back, the phone is hanging. Practically it is not 4GB RAM phone. Quality of processor is too poor it is not worth to purchase, just waste of money. However battery life is ok. Camera quality is not up to the mark",0
1,This is the first time I am receiving a defective piece from Amazon. The phone showed a vertical line on the screen after one day usage.I have no complaints about the phone. The phone is absolutely awesome one.,0
1,Sound quality is very poor.. Speaker is very bad like a some wrost speaker enabled.. Headphones sound is really very very bad.. Not enjoying.. Even you can't plug to listen song on earphone.. Really very bad.. Don't buy its wrost.. Not value for money,0
3,Phone looks premium.. But there is significant lack of details in case of camera quality.. Sound quality is average..anyway worth the price..,0
2,It is almost one month phone is hanging and it is automatically operating like1. sound is increasing or decreasing2. Hanging Issue3. Battery life is not good,0
1,"Not this buy phone so, Battery life poor,All honor product isNo direct video calling, No conference call,Secondary camera very poor, very bad customer tech support, so I am not happy this phone",0
1,phone screen not working properly don't by this mobile friends ...seriously it's doesnt work properly camera is poor quality ....hanging issue .... i have bought this mobile on 6th november after 25  days hanging issue started ....,0
1,This phone have high heating issues as well n battery issues n moreover once this phone is bought no one helps u to resolve the issue..,0
2,Phone has no direct video call  you can call with third party apps... Its big issue for not to buy this phone N camera not good also,0
2,"We bought Honor 8X mobile, but camera clarity is not good. We checked the shop they said water is inside the camera.Please check the issue if possible. Please conduct to resolve the issue my number as below8939988863",0
2,Mobile ok charging timethis battery over heat s and mobile only glass so easyly damagedPls don't buy,0
2,"Camera is worst,it is only on the papaer in practice it less than 8 mega pixel camera of both front and rear.I have returned product but amazon have not returned money even after 7 days after returned the product.",0
1,"Really I expected more from this, dont buy speaker volume very very bad while speaking in call. No Advantage options.",0
3,My usage of phone is about 10-12 hrs a day with Internet and its working whole day if charged full once in a day.Sound quality and camera quality is not good.AI provided in camera is not working well as in REAL ME 2.,0
2,Not a very good phone if you compare it with oneplus. The camera and sound quality suck. Isnt all that great and wadting 20k on it is just not worth it better to invest a little more and buy a proper phone.,0
1,Worst phone because there is some hanging problems and the camera ia too bad for red and green colour and this mobile is waste for pubg,0
1,"New phone, works well for 4 days, after that it's getting switch off automatically, i need to switch it on again & again. Good that amazon took back & refunded.",0
2,"Gud battery backup... But no fast charging. There is no EIS and OIS also. Within 30 days of usage , charging Problem starts.",0
1,Phone is just bought 15 days ago...It is extremely heating. And battery is discharged very soon..Very embarrassed for me,0
3,Phone is worth with in this budget. Camera is not good. Low quality images from this camera. Battery is good. No heating issues. No lagging.,0
1,Very mobile experience I have met display went off after six months of usage. Very worst service providers from Honor team. Can't even dispatch a display to service centres even after 2weeks. Bye bye Honor need to improve a lot.,0
3,The product seems great.... Bt my phone is getting heat while charging... And while using camera for some time... The charger too getting heatup all the time.... I really don't know whether my phone is aving a problem or all the phones...,0
3,"If ur not concerned about the camera but require all other features like long battery life, good speakers, gaming for long hours. This pick is ur go. Camera is 16mp front, but this doesn't even perform like it 8mp camera in other brands",0
2,Don't buy if u lover of photography. 3rd quality camera. Else everything thing is perfect...For camera I will give **(1 star) only,0
1,My smartphone has stopped working completely without any accident with it ...not even it is charging..please fix it or replace it .....,0
3,Bese to bahut Acha hai honor 8xBut ek problem hai... Automatically ye kisi b application se Bina back kiye khud he main menu pr aa Jata Hai... Or small hang b deta hai Jada se Jada 1 or 2 seconds,0
3,Camera quality is very very poor. Icapture the pic 📷 the original color is red then after capture they  change in dark yellow.. This is major issue exactly camera issue aur display issue dnt knw but big major issue,0
3,Very good looking phone with decent performance and excellent battery life...But the camera used in this mobile is very cheap. Totally disappointed with the Camera of Honor 8x. Other everything is cool.,0
3,The phone is good to use. The camera seems to be on the downside. The camera does not give the real feel. If u r a photo addict pls do not opt for this phone.,0
1,Worst camera.. high saturation nd high exposure....miss the naturality of the picture...and also blurry soft images not sharp.... quality nd look super...,0
1,Don't buy this main screen ka quality bahut ganda hai I just bought my honor 8x with my pocket money I got it on Feb 6th later on Feb 27th it just fell off and my main screen is broken I just made a mistake buying a honor phone and that to on online,0
3,The picture quality was not so bad and the battery life is good but the sound quality was bad.And the other big problem with this device is it hangs alot and some time the call was not connected on jio network.,0
3,Ok but screen not good quality screen craked old honor phones or good quality. 4x now also we using,0
3,The two main fault of this phone is bad ram management and very bad camera quality. In this segment you have a better option. If you want a better styling looking phone the honor 8x is best. It's look a premium quality phone,1
3,Sound of the phone is quite inferior than other phones in the segment. My lumia 535 gives a better output. Not sure if Huawei will give an update. I would have liked to give a negative mark to it but it has just got stars in the review for sound.,0
1,The main problem is honor 8x my mobile night time i charged 85% but morning automatically decreased 10% please provide a solution.,0
1,Worst camera..Worst camera.. Camera seems like fake Chinese hardware.. Even phones under 6000 can take better pictures. Sound output from headphones is not as par expectation. Battery draining fast,0
3,It has only one weakness. That is it doesn't offer direct Video Calling facility on JIO or any other network. You need to do video call through any third party application like Google Duo or WhatsApp.,0
3,Poor front camera although 16mp. Selfie Output resembles like painting. Came with scratch guard already installed. Not sure if it is already a used one. Battery and rear camera good. Performance not been assessed.,0
1,Honor 8x.... The mobile  performance  is not good.... Battery  life is too much low mobile  overheating... We are not satisfied  by this mobile we want to replace the mobile as soon as possible... Or otherwise  refund money,0
1,Hi amazon i got the default mobile in the box .Screen is not working properly for new mobile on mobile i got tampered glass on the screenvoice is not clearapps is not installing and apps  not working,0
3,"Product quality is not so good as we expecte. Lacks camera qualit, battery life  is average.  Sound quality and look is good is pretty much impressiv.  Over all average on that price range. Honor should give better from that.",0
3,"Back side is of glass which makes it look  dirty every time you touch it. This phone is very good if u use it with back cover. For me, I use it without cover so a bad buy for me.",0
3, Slow Mo videos are too grainy ..I replaced the product with new one ..still the same ..but I tested with my friend honor 8x it works fine...Is it is a faulty product,0
1,This phone camara very poor quality. Disply is broken when you lift from 1 feet hight. For disply u will pay 7000 rupee. I have buy 6 gb ram but its haging..only sound is good. Just a normal Chinese phone thats all,0
3,Camera is average... performance is good...the most disappointing thing for me was it's network management. Worst management while video calls. Before I was using Moto with same sim it was smooth but with Honor it's pathetic 😑,0
1,"Speaker not functioning properly during call. Sometimes voice not audible. Because speaker not totally dumb, amazon refuses to return item",0
1,Defective piece possibly or just bad Chinese quality. Charging point got damaged. Got it changed by paying 750 from authorised centre. Damaged again.,0
1,"After 4 months use my display gone without any physical damage.Guys if are new buyer don't purchase HONOR product,iam telling you one thing the price is cheap....it means the product also cheap.........",0
1,Very bad product. I have purchased thonor8x. It was defective piece so I was refunded again I purchased this product again it is defective. DONT USE HONOR 8X mobile. Don't purchase this phone.,0
1,Writing this  review after 0ne month.Software is not good as expected and fone getting hanged while using multiple application .,0
3,Need some improvement in android update and can u please remove emui version and keep stock android it's worstCamera is good not so good update EISBattery life is decent onePhone design is sexy,0
3,i like the advance kirin 970 processer speed and the technology worth the price.its a ok phone for general day to day use.,0
3,An average kind of a phoneCamera is below averageFinger print sensor is OK kind off will not work if ur hand is wetPhone speed was good but after update it hangs a bitDisplay is great...,0
3,"Mobile are good , but tpu back cover in mobile box is not suitable for Honor 8X, kindly replace the back cover",0
3,"Hi all i brought this mobile 5th nov i kept fully battary 100% it got only 1day, i except it will 48 hours coming to sounds also not satified even with head phone less sound..But looks very nise ..to see",0
3,It hangs several timesSome time chrome does not work it will take 1 or more minute to work properlySome time it work inappropriateAnd above all it's heating,0
1,"It is a worst smartphone,poor battery lifePoor picture qualityPoor camera performancepoor performanceSo guys never buy honor smartphones",0
3,I bought this device on the first sale.. But I am very unhappy with the BELOW AVERAGE SOUND QUALITY and AVERAGE CAMERA QUALITY(though it has 1.8 apparture)Batery life Is OK..,0
